,Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score,MA7,MA20,MACD,20SD,upper_band,lower_band,EMA,logmomentum
2021-10-28,2021-10-28,170.10499572753906,173.9499969482422,169.3000030517578,172.32850646972656,172.32850646972656,114174000,-0.0014500000000000094,169.4365713936942,166.61475067138673,-0.6443390367733741,4.11128607896994,174.8373228293266,158.39217851344685,171.26175560824532,5.1435828040345255
2021-10-29,2021-10-29,165.00100708007812,168.74099731445312,163.66600036621094,168.6215057373047,168.6215057373047,129722000,0.14044687500000003,169.13207135881697,166.83767623901366,-0.04045208679335133,4.092180168327946,175.02203657566955,158.65331590235778,169.50158902756215,5.121708495671247
2021-11-01,2021-11-01,168.08999633789062,168.79299926757812,164.6009979248047,165.90550231933594,165.90550231933594,72178000,0.3739363636363636,168.2970711844308,167.15850143432618,-0.2435646696953313,3.7203574982391,174.59921643080438,159.717786437848,167.1041978887192,5.105372596621577
2021-11-02,2021-11-02,165.75050354003906,166.55599975585938,164.17750549316406,165.6374969482422,165.6374969482422,52552000,0.3366142857142857,168.13421412876673,167.38787612915038,-0.08800104139908171,3.455945186606221,174.29976650236281,160.47598575593796,166.12639726173106,5.103746068788939
2021-11-03,2021-11-03,165.4499969482422,169.74600219726562,164.87600708007812,169.1999969482422,169.1999969482422,67944000,0.2607285714285715,168.58871459960938,167.6928512573242,0.38921252485960167,3.32430862292421,174.34146850317262,161.0442340114758,168.17546371940753,5.125153729395222
2021-11-04,2021-11-04,168.5,174.93150329589844,168.25,173.85000610351562,173.85000610351562,107060000,0.34393333333333337,169.3096444266183,168.12927627563477,0.7302238387401303,3.5352282042995364,175.19973268423385,161.05881986703568,171.95849197548108,5.152424201678687
2021-11-05,2021-11-05,173.85000610351562,178.3125,173.8489990234375,175.94949340820312,175.94949340820312,99940000,0.27975,170.21321541922433,168.70520095825196,0.40407772739834513,3.8272134473218506,176.35962785289567,161.05077406360826,174.61915959729615,5.164497323171911
2021-11-08,2021-11-08,176.16200256347656,178.9499969482422,174.39300537109375,174.44900512695312,174.44900512695312,61480000,0.19964285714285715,170.51614379882812,169.3119010925293,-0.3141592183489479,3.7211956259196826,176.75429234436865,161.86950984068994,174.5057232837341,5.155883637607745
2021-11-09,2021-11-09,175.7624969482422,179.68850708007812,175.07150268554688,178.81149291992188,178.81149291992188,85898000,0.34475,171.97185625348772,170.13415069580077,-0.4696841755802552,3.9174401756077475,177.96903104701627,162.29927034458527,177.376236374526,5.180723960585367
2021-11-10,2021-11-10,178.19349670410156,180.2725067138672,173.1544952392578,174.1024932861328,174.1024932861328,80548000,0.3347,173.14285496303015,170.62857513427736,-1.313124646335524,3.7514271998782895,178.13142953403394,163.12572073452077,175.19374098226385,5.153883865811145
