,Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score,MA7,MA20,MACD,20SD,upper_band,lower_band,EMA,logmomentum
2021-10-28,2021-10-28,113.66000366210938,116.0199966430664,113.54000091552734,116.01000213623048,113.7319107055664,5714300,0.16342753623188405,114.81285749162949,112.64499969482422,-0.5939607198166215,2.739528448011325,118.12405659084688,107.16594279880157,115.29954778650338,4.7450190996787915
2021-10-29,2021-10-29,114.06999969482422,114.19000244140624,113.22000122070312,113.6999969482422,111.46726989746094,7118900,0.27011724137931037,114.54285757882255,112.75199966430664,-0.5739285046273324,2.7367106257379548,118.22542091578255,107.27857841283073,114.23318056096196,4.724729393967134
2021-11-01,2021-11-01,113.58000183105467,114.33999633789062,113.3499984741211,114.12000274658205,111.8790283203125,4955700,0.11275616438356166,114.23285784040179,113.00699996948242,-0.4430965964433682,2.605108328905138,118.2172166272927,107.79678331167214,114.15772868470788,4.728449226428514
2021-11-02,2021-11-02,113.58999633789062,114.8000030517578,113.54000091552734,114.11000061035156,111.86922454833984,4479700,0.2533404255319148,114.21571459089007,113.24949989318847,-0.3319550310183388,2.4596286849922957,118.16875726317306,108.33024252320388,114.12590996847021,4.728360801939378
2021-11-03,2021-11-03,113.44000244140624,114.0999984741211,112.7300033569336,114.01000213623048,111.77117919921876,6073000,0.09298333333333333,114.26857212611607,113.48300018310547,-0.2208701283848029,2.2843793352342554,118.05175885357399,108.91424151263696,114.0486380803103,4.727476329275081
2021-11-04,2021-11-04,113.37000274658205,117.8499984741211,112.41000366210938,117.79000091552734,115.47695922851562,14682800,0.23909666666666665,114.78428649902344,113.8310001373291,0.20966090631289092,2.3867966386149173,118.60459341455893,109.05740686009926,116.54287997045597,4.760377458129565
2021-11-05,2021-11-05,118.16999816894533,119.52999877929688,116.25,117.8000030517578,115.4867706298828,8668100,0.06921176470588236,115.36285836356026,114.21900024414063,-0.1431056189216946,2.368761535900727,118.95652331594208,109.48147717233918,117.38096202465731,4.76046309652219
2021-11-08,2021-11-08,118.38999938964844,122.25,117.0500030517578,120.91000366210938,118.5356903076172,15776300,0.1470842105263158,116.06285858154297,114.75150032043457,-0.19565077629617633,2.616087146072454,119.98367461257948,109.51932602828967,119.73365644962546,4.786741491931825
2021-11-09,2021-11-09,121.25,123.2699966430664,120.16999816894533,121.77999877929688,119.38860321044922,10874100,0.20586470588235295,117.21714455740792,115.3805004119873,-0.5740611760728456,2.721281680930245,120.82306377384779,109.9379370501268,121.09788466940643,4.793970698772924
2021-11-10,2021-11-10,119.5999984741211,120.8000030517578,117.68000030517578,118.1999969482422,115.87890625,9046100,0.16434927536231886,117.8000008719308,115.79150009155273,-0.8988355651697049,2.4720318011986984,120.73556369395013,110.84743648915534,119.1659595219636,4.763881851104022
2021-11-11,2021-11-11,119.26000213623048,120.47000122070312,117.8000030517578,118.19000244140624,115.86910247802734,6994000,0.035217073170731715,118.38285827636719,116.07300033569337,-1.1075818170509564,2.4043079806368146,120.881616296967,111.26438437441973,118.51532146825869,4.763796570103399
2021-11-12,2021-11-12,118.38999938964844,118.81999969482422,117.2699966430664,118.69000244140624,116.35929107666016,6947200,-0.04846296296296298,119.05142974853516,116.26450042724609,-1.096407926225865,2.4546103392730365,121.17372110579217,111.35527974870001,118.63177545035705,4.768054069633952
2021-11-15,2021-11-15,119.31999969482422,119.63999938964844,117.51000213623048,118.12000274658205,115.80048370361328,5157000,0.1563175,119.09857286725726,116.40350074768067,-1.2606753355236862,2.4781029002451325,121.35970654817093,111.4472949471904,118.2905936478404,4.763199073664009
2021-11-16,2021-11-16,117.69000244140624,118.37999725341795,117.16000366210938,118.08000183105467,115.76126098632812,5555100,0.21907297297297298,119.1385726928711,116.45950088500976,-1.1411118241029357,2.5038615532176416,121.46722399144504,111.45177777857448,118.15019910331658,4.762857477463031
2021-11-17,2021-11-17,118.0,119.5500030517578,117.51000213623048,119.05999755859376,116.72201538085938,6391400,0.21391964285714282,118.87428610665458,116.63300094604492,-0.9998130290958471,2.5600332054201744,121.75306735688527,111.51293453520456,118.7567314068347,4.771192949133175
2021-11-18,2021-11-18,119.97000122070312,123.55999755859376,119.8000030517578,123.38999938964844,120.96698760986328,13229700,0.09844444444444445,119.10428619384766,116.98800086975098,-0.826519688126865,2.9694985424046436,122.92699795456026,111.04900378494169,121.84557672871053,4.8072126624073075
2021-11-19,2021-11-19,122.02999877929688,124.8000030517578,122.0199966430664,124.26000213623048,121.81990814208984,9071800,0.05936818181818181,119.97000122070312,117.48950080871582,-0.8907858039426912,3.3069776202580146,124.10345604923185,110.87554556819978,123.45519366705717,4.81429596286519
2021-11-22,2021-11-22,123.5,128.08999633789062,123.20999908447266,124.75,122.30028533935548,16076100,0.09639594594594594,120.90714372907367,118.0450008392334,-1.0932706198287008,3.5504669840369685,125.14593480730733,110.94406687115946,124.31839788901907,4.8182634014487995
